Slot Id,Time slot,Imbalance,Imbalance price,Direction,DA price,Wind,Biomass,Fossil Gas,Fossil Hard Coal,Fossil Oil,Solar,Waste
1897,20.06.2025 18:00 - 20.06.2025 18:15,4,-7.69,1,111.01,195,5.32,115.5,129.71,25.64,1608.41,114.29
1898,20.06.2025 18:15 - 20.06.2025 18:30,4,408.5,1,111.01,189,5.32,115.5,129.71,25.64,1608.41,114.29
1899,20.06.2025 18:30 - 20.06.2025 18:45,4,20.11,1,111.01,184,5.32,115.5,129.71,25.64,1608.41,114.29
1900,20.06.2025 18:45 - 20.06.2025 19:00,4,111.01,1,111.01,178,5.32,115.5,129.71,25.64,1608.41,114.29
1901,20.06.2025 19:00 - 20.06.2025 19:15,-3,20.11,-1,135.62,172,4.81,120.08,116.3,23,804.95,113.24
1902,20.06.2025 19:15 - 20.06.2025 19:30,-3,64,-1,135.62,166,4.81,120.08,116.3,23,804.95,113.24
1903,20.06.2025 19:30 - 20.06.2025 19:45,-3,135.62,-1,135.62,161,4.81,120.08,116.3,23,804.95,113.24
1904,20.06.2025 19:45 - 20.06.2025 20:00,-3,135.62,-1,135.62,158,4.81,120.08,116.3,23,804.95,113.24
1905,20.06.2025 20:00 - 20.06.2025 20:15,-20,79,-1,199.57,156,4.56,115.47,110.06,21.77,305.02,114.35
1906,20.06.2025 20:15 - 20.06.2025 20:30,-20,199.57,-1,199.57,157,4.56,115.47,110.06,21.77,305.02,114.35
1907,20.06.2025 20:30 - 20.06.2025 20:45,-20,199.57,-1,199.57,160,4.56,115.47,110.06,21.77,305.02,114.35
1908,20.06.2025 20:45 - 20.06.2025 21:00,-20,20.11,-1,199.57,164,4.56,115.47,110.06,21.77,305.02,114.35
1909,20.06.2025 21:00 - 20.06.2025 21:15,11,57.06,1,178.63,167,4.47,109.88,107.71,21.26,77.14,115.25
1910,20.06.2025 21:15 - 20.06.2025 21:30,11,26.81,1,178.63,166,4.47,109.88,107.71,21.26,77.14,115.25
1911,20.06.2025 21:30 - 20.06.2025 21:45,11,57.08,1,178.63,166,4.47,109.88,107.71,21.26,77.14,115.25
1912,20.06.2025 21:45 - 20.06.2025 22:00,11,55,1,178.63,167,4.47,109.88,107.71,21.26,77.14,115.25
1913,20.06.2025 22:00 - 20.06.2025 22:15,20,137.05,1,137.05,168,39.58,135.69,119.3,27.43,4.33,117.76
1914,20.06.2025 22:15 - 20.06.2025 22:30,20,137.05,1,137.05,168,39.58,135.69,119.3,27.43,4.33,117.76
1915,20.06.2025 22:30 - 20.06.2025 22:45,20,137.05,1,137.05,169,39.58,135.69,119.3,27.43,4.33,117.76
1916,20.06.2025 22:45 - 20.06.2025 23:00,20,137.05,1,137.05,170,39.58,135.69,119.3,27.43,4.33,117.76
1917,20.06.2025 23:00 - 20.06.2025 23:15,16,121.37,1,121.37,171,122.09,104.6,108.83,21.47,2.38,116.5
1918,20.06.2025 23:15 - 20.06.2025 23:30,16,20.11,1,121.37,173,122.09,104.6,108.83,21.47,2.38,116.5
1919,20.06.2025 23:30 - 20.06.2025 23:45,16,52.93,1,121.37,154,122.09,104.6,108.83,21.47,2.38,116.5
1920,20.06.2025 23:45 - 21.06.2025 00:00,16,53.17,1,121.37,179,122.09,104.6,108.83,21.47,2.38,116.5
1921,21.06.2025 00:00 - 21.06.2025 00:15,-5,118.51,-1,118.51,175,223.04,99.22,105.73,20.87,3.14,117.67
1922,21.06.2025 00:15 - 21.06.2025 00:30,-5,128.43,-1,118.51,179,223.04,99.22,105.73,20.87,3.14,117.67
1923,21.06.2025 00:30 - 21.06.2025 00:45,-5,118.51,-1,118.51,190,223.04,99.22,105.73,20.87,3.14,117.67
1924,21.06.2025 00:45 - 21.06.2025 01:00,-5,118.51,-1,118.51,188,223.04,99.22,105.73,20.87,3.14,117.67
1925,21.06.2025 01:00 - 21.06.2025 01:15,0,182.46,-1,110.48,196,229.37,102.43,107.43,21.2,3.29,118.34
1926,21.06.2025 01:15 - 21.06.2025 01:30,0,52.9,-1,110.48,200,229.37,102.43,107.43,21.2,3.29,118.34
1927,21.06.2025 01:30 - 21.06.2025 01:45,0,110.48,-1,110.48,199,229.37,102.43,107.43,21.2,3.29,118.34
1928,21.06.2025 01:45 - 21.06.2025 02:00,0,110.48,-1,110.48,178,229.37,102.43,107.43,21.2,3.29,118.34
1929,21.06.2025 02:00 - 21.06.2025 02:15,-6,51.64,-1,108.15,171,229.71,99.1,107.74,21.26,3.41,116.24
1930,21.06.2025 02:15 - 21.06.2025 02:30,-6,108.15,-1,108.15,176,229.71,99.1,107.74,21.26,3.41,116.24
1931,21.06.2025 02:30 - 21.06.2025 02:45,-6,108.15,-1,108.15,177,229.71,99.1,107.74,21.26,3.41,116.24
1932,21.06.2025 02:45 - 21.06.2025 03:00,-6,48.76,-1,108.15,179,229.71,99.1,107.74,21.26,3.41,116.24
1933,21.06.2025 03:00 - 21.06.2025 03:15,11,106.75,1,106.75,166,226.92,135.26,120.6,30.28,3.89,117.28
1934,21.06.2025 03:15 - 21.06.2025 03:30,11,335.15,1,106.75,168,226.92,135.26,120.6,30.28,3.89,117.28
1935,21.06.2025 03:30 - 21.06.2025 03:45,11,335.15,1,106.75,183,226.92,135.26,120.6,30.28,3.89,117.28
1936,21.06.2025 03:45 - 21.06.2025 04:00,11,106.75,1,106.75,202,226.92,135.26,120.6,30.28,3.89,117.28
1937,21.06.2025 04:00 - 21.06.2025 04:15,56,52.99,1,109.1,210,227.51,97.52,106.02,20.91,8.5,115.23
1938,21.06.2025 04:15 - 21.06.2025 04:30,56,52.25,1,109.1,208,227.51,97.52,106.02,20.91,8.5,115.23
1939,21.06.2025 04:30 - 21.06.2025 04:45,56,51.64,1,109.1,202,227.51,97.52,106.02,20.91,8.5,115.23
1940,21.06.2025 04:45 - 21.06.2025 05:00,56,51.64,1,109.1,194,227.51,97.52,106.02,20.91,8.5,115.23
1941,21.06.2025 05:00 - 21.06.2025 05:15,14,104.44,1,104.44,175,228.05,94.04,102.3,20.19,110.85,115
1942,21.06.2025 05:15 - 21.06.2025 05:30,14,104.44,1,104.44,182,228.05,94.04,102.3,20.19,110.85,115
1943,21.06.2025 05:30 - 21.06.2025 05:45,14,51.67,1,104.44,193,228.05,94.04,102.3,20.19,110.85,115
1944,21.06.2025 05:45 - 21.06.2025 06:00,14,51.88,1,104.44,196,228.05,94.04,102.3,20.19,110.85,115
1945,21.06.2025 06:00 - 21.06.2025 06:15,19,51.12,1,100.71,210,198.34,93.53,101.27,19.98,357.92,113.27
1946,21.06.2025 06:15 - 21.06.2025 06:30,19,-7,1,100.71,190,198.34,93.53,101.27,19.98,357.92,113.27
1947,21.06.2025 06:30 - 21.06.2025 06:45,19,46.67,1,100.71,177,198.34,93.53,101.27,19.98,357.92,113.27
1948,21.06.2025 06:45 - 21.06.2025 07:00,19,21.41,1,100.71,179,198.34,93.53,101.27,19.98,357.92,113.27
1949,21.06.2025 07:00 - 21.06.2025 07:15,16,90.74,1,90.74,176,185.7,98.4,103.6,20.43,779.62,114.13
1950,21.06.2025 07:15 - 21.06.2025 07:30,16,33.66,1,90.74,178,185.7,98.4,103.6,20.43,779.62,114.13
1951,21.06.2025 07:30 - 21.06.2025 07:45,16,178.16,1,90.74,185,185.7,98.4,103.6,20.43,779.62,114.13
1952,21.06.2025 07:45 - 21.06.2025 08:00,16,2.93,1,90.74,178,185.7,98.4,103.6,20.43,779.62,114.13
1953,21.06.2025 08:00 - 21.06.2025 08:15,21,32.96,1,75.93,191,98.05,107.27,122.24,24.1,1433.72,116.75
1954,21.06.2025 08:15 - 21.06.2025 08:30,21,27.82,1,75.93,203,98.05,107.27,122.24,24.1,1433.72,116.75
1955,21.06.2025 08:30 - 21.06.2025 08:45,21,22.46,1,75.93,219,98.05,107.27,122.24,24.1,1433.72,116.75
1956,21.06.2025 08:45 - 21.06.2025 09:00,21,-8.64,1,75.93,236,98.05,107.27,122.24,24.1,1433.72,116.75
1957,21.06.2025 09:00 - 21.06.2025 09:15,19,23.4,1,23.4,255,100.55,96.17,103.72,20.34,1984.35,109.96
1958,21.06.2025 09:15 - 21.06.2025 09:30,19,-55.93,1,23.4,280,100.55,96.17,103.72,20.34,1984.35,109.96
1959,21.06.2025 09:30 - 21.06.2025 09:45,19,-38.02,1,23.4,304,100.55,96.17,103.72,20.34,1984.35,109.96
1960,21.06.2025 09:45 - 21.06.2025 10:00,19,-22.81,1,23.4,325,100.55,96.17,103.72,20.34,1984.35,109.96
1961,21.06.2025 10:00 - 21.06.2025 10:15,62,0.19,1,0.19,333,63.18,93.41,105.64,20.21,2370.37,109.28
1962,21.06.2025 10:15 - 21.06.2025 10:30,62,-2,1,0.19,343,63.18,93.41,105.64,20.21,2370.37,109.28
1963,21.06.2025 10:30 - 21.06.2025 10:45,62,0.19,1,0.19,352,63.18,93.41,105.64,20.21,2370.37,109.28
1964,21.06.2025 10:45 - 21.06.2025 11:00,62,4.12,1,0.19,360,63.18,93.41,105.64,20.21,2370.37,109.28
1965,21.06.2025 11:00 - 21.06.2025 11:15,45,75.06,1,-2.08,362,54.64,92.84,94.86,18.74,2405.52,108.96
1966,21.06.2025 11:15 - 21.06.2025 11:30,45,-2.08,1,-2.08,376,54.64,92.84,94.86,18.74,2405.52,108.96
1967,21.06.2025 11:30 - 21.06.2025 11:45,45,-2.08,1,-2.08,395,54.64,92.84,94.86,18.74,2405.52,108.96
1968,21.06.2025 11:45 - 21.06.2025 12:00,45,-13.41,1,-2.08,412,54.64,92.84,94.86,18.74,2405.52,108.96
1969,21.06.2025 12:00 - 21.06.2025 12:15,72,-60,1,-14.21,414,54.07,96.24,91.69,20.04,1859.47,100.78
1970,21.06.2025 12:15 - 21.06.2025 12:30,72,-46.94,1,-14.21,432,54.07,96.24,91.69,20.04,1859.47,100.78
1971,21.06.2025 12:30 - 21.06.2025 12:45,72,-46.76,1,-14.21,449,54.07,96.24,91.69,20.04,1859.47,100.78
1972,21.06.2025 12:45 - 21.06.2025 13:00,72,-46.76,1,-14.21,459,54.07,96.24,91.69,20.04,1859.47,100.78
1973,21.06.2025 13:00 - 21.06.2025 13:15,-10,-35.49,-1,-24.18,462,55.24,102.07,101.03,19.97,1839.48,95.85
1974,21.06.2025 13:15 - 21.06.2025 13:30,-10,-100.56,-1,-24.18,465,55.24,102.07,101.03,19.97,1839.48,95.85
1975,21.06.2025 13:30 - 21.06.2025 13:45,-10,-24.18,-1,-24.18,467,55.24,102.07,101.03,19.97,1839.48,95.85
1976,21.06.2025 13:45 - 21.06.2025 14:00,-10,-50,-1,-24.18,466,55.24,102.07,101.03,19.97,1839.48,95.85
1977,21.06.2025 14:00 - 21.06.2025 14:15,32,-25.42,1,-25.35,461,55.12,101.76,101.27,20,1773.68,103.96
1978,21.06.2025 14:15 - 21.06.2025 14:30,32,-35.3,1,-25.35,451,55.12,101.76,101.27,20,1773.68,103.96
1979,21.06.2025 14:30 - 21.06.2025 14:45,32,-26.81,1,-25.35,439,55.12,101.76,101.27,20,1773.68,103.96
1980,21.06.2025 14:45 - 21.06.2025 15:00,32,-25.35,1,-25.35,433,55.12,101.76,101.27,20,1773.68,103.96
1981,21.06.2025 15:00 - 21.06.2025 15:15,6,-4.45,1,-4.45,438,55.28,95.95,93.59,18.47,1988.56,107.14
1982,21.06.2025 15:15 - 21.06.2025 15:30,6,-4.45,1,-4.45,427,55.28,95.95,93.59,18.47,1988.56,107.14
1983,21.06.2025 15:30 - 21.06.2025 15:45,6,-4.45,1,-4.45,416,55.28,95.95,93.59,18.47,1988.56,107.14
1984,21.06.2025 15:45 - 21.06.2025 16:00,6,-24.71,1,-4.45,412,55.28,95.95,93.59,18.47,1988.56,107.14
1985,21.06.2025 16:00 - 21.06.2025 16:15,41,-32.26,1,0.01,428,55.4,96.69,93.07,18.38,2202.85,108.84
1986,21.06.2025 16:15 - 21.06.2025 16:30,41,-224.93,1,0.01,425,55.4,96.69,93.07,18.38,2202.85,108.84
1987,21.06.2025 16:30 - 21.06.2025 16:45,41,-11.72,1,0.01,423,55.4,96.69,93.07,18.38,2202.85,108.84
1988,21.06.2025 16:45 - 21.06.2025 17:00,41,-0.16,1,0.01,424,55.4,96.69,93.07,18.38,2202.85,108.84
1989,21.06.2025 17:00 - 21.06.2025 17:15,38,-41.64,1,53.66,429,111.34,122.57,140.28,27.73,2162.41,113.92
1990,21.06.2025 17:15 - 21.06.2025 17:30,38,53.66,1,53.66,424,111.34,122.57,140.28,27.73,2162.41,113.92
1991,21.06.2025 17:30 - 21.06.2025 17:45,38,53.66,1,53.66,416,111.34,122.57,140.28,27.73,2162.41,113.92
1992,21.06.2025 17:45 - 21.06.2025 18:00,38,102.01,1,53.66,410,111.34,122.57,140.28,27.73,2162.41,113.92
1993,21.06.2025 18:00 - 21.06.2025 18:15,2,100.94,1,100.94,402,215.37,141.38,147.03,32.9,1498.5,114.68
1994,21.06.2025 18:15 - 21.06.2025 18:30,2,51.52,1,100.94,392,215.37,141.38,147.03,32.9,1498.5,114.68
1995,21.06.2025 18:30 - 21.06.2025 18:45,2,361.69,1,100.94,381,215.37,141.38,147.03,32.9,1498.5,114.68
1996,21.06.2025 18:45 - 21.06.2025 19:00,2,100.94,1,100.94,371,215.37,141.38,147.03,32.9,1498.5,114.68
1997,21.06.2025 19:00 - 21.06.2025 19:15,-23,-14.01,-1,127.9,363,215.41,120.85,123.72,24.42,801.71,112.26
1998,21.06.2025 19:15 - 21.06.2025 19:30,-23,127.9,-1,127.9,356,215.41,120.85,123.72,24.42,801.71,112.26
1999,21.06.2025 19:30 - 21.06.2025 19:45,-23,127.9,-1,127.9,351,215.41,120.85,123.72,24.42,801.71,112.26
2000,21.06.2025 19:45 - 21.06.2025 20:00,-23,127.9,-1,127.9,348,215.41,120.85,123.72,24.42,801.71,112.26
2001,21.06.2025 20:00 - 21.06.2025 20:15,16,156.74,1,156.74,347,232.45,115.16,113.13,22.35,278.72,112.01
2002,21.06.2025 20:15 - 21.06.2025 20:30,16,51.48,1,156.74,348,232.45,115.16,113.13,22.35,278.72,112.01
2003,21.06.2025 20:30 - 21.06.2025 20:45,16,52.99,1,156.74,350,232.45,115.16,113.13,22.35,278.72,112.01
2004,21.06.2025 20:45 - 21.06.2025 21:00,16,52.99,1,156.74,351,232.45,115.16,113.13,22.35,278.72,112.01
2005,21.06.2025 21:00 - 21.06.2025 21:15,-18,52.99,-1,165.3,353,242.07,115.56,114.35,22.59,62.38,111.45
2006,21.06.2025 21:15 - 21.06.2025 21:30,-18,29.02,-1,165.3,356,242.07,115.56,114.35,22.59,62.38,111.45
2007,21.06.2025 21:30 - 21.06.2025 21:45,-18,165.3,-1,165.3,359,242.07,115.56,114.35,22.59,62.38,111.45
2008,21.06.2025 21:45 - 21.06.2025 22:00,-18,165.3,-1,165.3,361,242.07,115.56,114.35,22.59,62.38,111.45
2009,21.06.2025 22:00 - 21.06.2025 22:15,-2,28.11,-1,140.77,359,226.37,115.7,115.08,22.67,1.73,113.14
2010,21.06.2025 22:15 - 21.06.2025 22:30,-2,20.08,-1,140.77,354,226.37,115.7,115.08,22.67,1.73,113.14
2011,21.06.2025 22:30 - 21.06.2025 22:45,-2,10,-1,140.77,350,226.37,115.7,115.08,22.67,1.73,113.14
2012,21.06.2025 22:45 - 21.06.2025 23:00,-2,2.24,-1,140.77,344,226.37,115.7,115.08,22.67,1.73,113.14
2013,21.06.2025 23:00 - 21.06.2025 23:15,23,9.75,1,119.2,337,222.17,113.21,113.88,22.42,0.01,114.48
2014,21.06.2025 23:15 - 21.06.2025 23:30,23,119.2,1,119.2,329,222.17,113.21,113.88,22.42,0.01,114.48
2015,21.06.2025 23:30 - 21.06.2025 23:45,23,1.68,1,119.2,304,222.17,113.21,113.88,22.42,0.01,114.48
2016,21.06.2025 23:45 - 22.06.2025 00:00,23,-8,1,119.2,321,222.17,113.21,113.88,22.42,0.01,114.48
2017,22.06.2025 00:00 - 22.06.2025 00:15,7,20,1,108.15,279,206.91,115.78,120.8,23.77,0.01,114.68
2018,22.06.2025 00:15 - 22.06.2025 00:30,7,40.1,1,108.15,271,206.91,115.78,120.8,23.77,0.01,114.68
2019,22.06.2025 00:30 - 22.06.2025 00:45,7,108.15,1,108.15,243,206.91,115.78,120.8,23.77,0.01,114.68
2020,22.06.2025 00:45 - 22.06.2025 01:00,7,108.15,1,108.15,206,206.91,115.78,120.8,23.77,0.01,114.68
2021,22.06.2025 01:00 - 22.06.2025 01:15,-6,101.07,-1,101.07,207,233.5,115.36,111.68,24.44,0.02,116.04
2022,22.06.2025 01:15 - 22.06.2025 01:30,-6,101.07,-1,101.07,189,233.5,115.36,111.68,24.44,0.02,116.04
2023,22.06.2025 01:30 - 22.06.2025 01:45,-6,101.07,-1,101.07,181,233.5,115.36,111.68,24.44,0.02,116.04
2024,22.06.2025 01:45 - 22.06.2025 02:00,-6,335.18,-1,101.07,170,233.5,115.36,111.68,24.44,0.02,116.04
2025,22.06.2025 02:00 - 22.06.2025 02:15,-6,97.46,-1,97.46,159,207.74,143.34,110.8,22.36,0.04,116.1
2026,22.06.2025 02:15 - 22.06.2025 02:30,-6,97.46,-1,97.46,125,207.74,143.34,110.8,22.36,0.04,116.1
2027,22.06.2025 02:30 - 22.06.2025 02:45,-6,97.46,-1,97.46,111,207.74,143.34,110.8,22.36,0.04,116.1
2028,22.06.2025 02:45 - 22.06.2025 03:00,-6,97.46,-1,97.46,98,207.74,143.34,110.8,22.36,0.04,116.1
2029,22.06.2025 03:00 - 22.06.2025 03:15,24,92.11,1,92.11,79,227.29,92.38,92.19,18.27,1.17,114.69
2030,22.06.2025 03:15 - 22.06.2025 03:30,24,92.11,1,92.11,72,227.29,92.38,92.19,18.27,1.17,114.69
2031,22.06.2025 03:30 - 22.06.2025 03:45,24,92.11,1,92.11,56,227.29,92.38,92.19,18.27,1.17,114.69
2032,22.06.2025 03:45 - 22.06.2025 04:00,24,92.11,1,92.11,44,227.29,92.38,92.19,18.27,1.17,114.69
2033,22.06.2025 04:00 - 22.06.2025 04:15,52,104.49,1,87.9,20,124.29,88.1,91.12,18.06,7.37,114.23
2034,22.06.2025 04:15 - 22.06.2025 04:30,52,87.9,1,87.9,10,124.29,88.1,91.12,18.06,7.37,114.23
2035,22.06.2025 04:30 - 22.06.2025 04:45,52,87.9,1,87.9,8,124.29,88.1,91.12,18.06,7.37,114.23
2036,22.06.2025 04:45 - 22.06.2025 05:00,52,87.9,1,87.9,11,124.29,88.1,91.12,18.06,7.37,114.23
2037,22.06.2025 05:00 - 22.06.2025 05:15,66,82.18,1,82.18,14,120.11,86.3,88.59,17.56,120.52,110.12
2038,22.06.2025 05:15 - 22.06.2025 05:30,66,82.18,1,82.18,18,120.11,86.3,88.59,17.56,120.52,110.12
2039,22.06.2025 05:30 - 22.06.2025 05:45,66,82.18,1,82.18,24,120.11,86.3,88.59,17.56,120.52,110.12
2040,22.06.2025 05:45 - 22.06.2025 06:00,66,82.18,1,82.18,32,120.11,86.3,88.59,17.56,120.52,110.12
2041,22.06.2025 06:00 - 22.06.2025 06:15,39,41.72,1,65.45,41,92.65,86.3,88.31,17.5,371.42,108.97
2042,22.06.2025 06:15 - 22.06.2025 06:30,39,15.42,1,65.45,45,92.65,86.3,88.31,17.5,371.42,108.97
2043,22.06.2025 06:30 - 22.06.2025 06:45,39,3.84,1,65.45,50,92.65,86.3,88.31,17.5,371.42,108.97
2044,22.06.2025 06:45 - 22.06.2025 07:00,39,16.41,1,65.45,65,92.65,86.3,88.31,17.5,371.42,108.97
2045,22.06.2025 07:00 - 22.06.2025 07:15,33,-5.61,1,23.08,73,3.92,93.45,93.46,18.51,832.58,108.54
2046,22.06.2025 07:15 - 22.06.2025 07:30,33,-0.12,1,23.08,91,3.92,93.45,93.46,18.51,832.58,108.54
2047,22.06.2025 07:30 - 22.06.2025 07:45,33,-14.63,1,23.08,114,3.92,93.45,93.46,18.51,832.58,108.54
2048,22.06.2025 07:45 - 22.06.2025 08:00,33,-17.8,1,23.08,128,3.92,93.45,93.46,18.51,832.58,108.54
2049,22.06.2025 08:00 - 22.06.2025 08:15,-5,-0.03,-1,3.36,139,3.25,84.64,76.45,15.18,1296.27,107.61
2050,22.06.2025 08:15 - 22.06.2025 08:30,-5,3.36,-1,3.36,153,3.25,84.64,76.45,15.18,1296.27,107.61
2051,22.06.2025 08:30 - 22.06.2025 08:45,-5,3.36,-1,3.36,168,3.25,84.64,76.45,15.18,1296.27,107.61
2052,22.06.2025 08:45 - 22.06.2025 09:00,-5,3.36,-1,3.36,180,3.25,84.64,76.45,15.18,1296.27,107.61
2053,22.06.2025 09:00 - 22.06.2025 09:15,24,-33,1,-0.09,184,2.96,79.43,68.67,13.72,1669.67,106.33
2054,22.06.2025 09:15 - 22.06.2025 09:30,24,-50,1,-0.09,192,2.96,79.43,68.67,13.72,1669.67,106.33
2055,22.06.2025 09:30 - 22.06.2025 09:45,24,-50,1,-0.09,203,2.96,79.43,68.67,13.72,1669.67,106.33
2056,22.06.2025 09:45 - 22.06.2025 10:00,24,-52.63,1,-0.09,212,2.96,79.43,68.67,13.72,1669.67,106.33
2057,22.06.2025 10:00 - 22.06.2025 10:15,-12,-3.6,-1,-3.6,219,2.79,78.88,64.95,13,1469.96,106.75
2058,22.06.2025 10:15 - 22.06.2025 10:30,-12,-3.6,-1,-3.6,234,2.79,78.88,64.95,13,1469.96,106.75
2059,22.06.2025 10:30 - 22.06.2025 10:45,-12,-3.6,-1,-3.6,252,2.79,78.88,64.95,13,1469.96,106.75
2060,22.06.2025 10:45 - 22.06.2025 11:00,-12,-50,-1,-3.6,267,2.79,78.88,64.95,13,1469.96,106.75
2061,22.06.2025 11:00 - 22.06.2025 11:15,6,-33.52,1,-6.71,281,2.8,78.91,64.99,12.99,1457.52,102.14
2062,22.06.2025 11:15 - 22.06.2025 11:30,6,-33.48,1,-6.71,299,2.8,78.91,64.99,12.99,1457.52,102.14
2063,22.06.2025 11:30 - 22.06.2025 11:45,6,-53.62,1,-6.71,319,2.8,78.91,64.99,12.99,1457.52,102.14
2064,22.06.2025 11:45 - 22.06.2025 12:00,6,-67.05,1,-6.71,342,2.8,78.91,64.99,12.99,1457.52,102.14
2065,22.06.2025 12:00 - 22.06.2025 12:15,43,-6.12,1,-6.12,368,2.8,79.15,65.14,13.02,1425.59,106.07
2066,22.06.2025 12:15 - 22.06.2025 12:30,43,-6.12,1,-6.12,389,2.8,79.15,65.14,13.02,1425.59,106.07
2067,22.06.2025 12:30 - 22.06.2025 12:45,43,-27.43,1,-6.12,410,2.8,79.15,65.14,13.02,1425.59,106.07
2068,22.06.2025 12:45 - 22.06.2025 13:00,43,-33.48,1,-6.12,431,2.8,79.15,65.14,13.02,1425.59,106.07
2069,22.06.2025 13:00 - 22.06.2025 13:15,79,-33.48,1,-6.05,452,2.78,78.67,64.42,12.88,1190.07,106.34
2070,22.06.2025 13:15 - 22.06.2025 13:30,79,-22.22,1,-6.05,476,2.78,78.67,64.42,12.88,1190.07,106.34
2071,22.06.2025 13:30 - 22.06.2025 13:45,79,-33.48,1,-6.05,499,2.78,78.67,64.42,12.88,1190.07,106.34
2072,22.06.2025 13:45 - 22.06.2025 14:00,79,-34,1,-6.05,517,2.78,78.67,64.42,12.88,1190.07,106.34
2073,22.06.2025 14:00 - 22.06.2025 14:15,-19,-67.9,-1,-9.85,524,2.79,78.95,64.75,12.91,924.66,93.84
2074,22.06.2025 14:15 - 22.06.2025 14:30,-19,-102.69,-1,-9.85,542,2.79,78.95,64.75,12.91,924.66,93.84
2075,22.06.2025 14:30 - 22.06.2025 14:45,-19,-9.85,-1,-9.85,560,2.79,78.95,64.75,12.91,924.66,93.84
2076,22.06.2025 14:45 - 22.06.2025 15:00,-19,-60.68,-1,-9.85,576,2.79,78.95,64.75,12.91,924.66,93.84
2077,22.06.2025 15:00 - 22.06.2025 15:15,8,-25.3,1,-6.66,599,2.94,80.69,68.37,13.67,754.91,106.48
2078,22.06.2025 15:15 - 22.06.2025 15:30,8,-12,1,-6.66,607,2.94,80.69,68.37,13.67,754.91,106.48
2079,22.06.2025 15:30 - 22.06.2025 15:45,8,101.64,1,-6.66,614,2.94,80.69,68.37,13.67,754.91,106.48
2080,22.06.2025 15:45 - 22.06.2025 16:00,8,465.07,1,-6.66,621,2.94,80.69,68.37,13.67,754.91,106.48
2081,22.06.2025 16:00 - 22.06.2025 16:15,11,329.42,1,-1.45,636,2.96,81.89,68.72,13.74,865.55,108.06
2082,22.06.2025 16:15 - 22.06.2025 16:30,11,15,1,-1.45,636,2.96,81.89,68.72,13.74,865.55,108.06
2083,22.06.2025 16:30 - 22.06.2025 16:45,11,126.75,1,-1.45,635,2.96,81.89,68.72,13.74,865.55,108.06
2084,22.06.2025 16:45 - 22.06.2025 17:00,11,610.16,1,-1.45,636,2.96,81.89,68.72,13.74,865.55,108.06
2085,22.06.2025 17:00 - 22.06.2025 17:15,-76,-18.12,-1,7.95,650,2.97,75.38,69.05,13.93,917.29,107.23
2086,22.06.2025 17:15 - 22.06.2025 17:30,-76,-2,-1,7.95,652,2.97,75.38,69.05,13.93,917.29,107.23
2087,22.06.2025 17:30 - 22.06.2025 17:45,-76,-8,-1,7.95,655,2.97,75.38,69.05,13.93,917.29,107.23
2088,22.06.2025 17:45 - 22.06.2025 18:00,-76,1,-1,7.95,660,2.97,75.38,69.05,13.93,917.29,107.23
2089,22.06.2025 18:00 - 22.06.2025 18:15,-53,40.21,-1,40.21,671,3.41,89.88,80.69,16.08,547.65,106.99
2090,22.06.2025 18:15 - 22.06.2025 18:30,-53,56.65,-1,40.21,673,3.41,89.88,80.69,16.08,547.65,106.99
2091,22.06.2025 18:30 - 22.06.2025 18:45,-53,159.17,-1,40.21,676,3.41,89.88,80.69,16.08,547.65,106.99
2092,22.06.2025 18:45 - 22.06.2025 19:00,-53,40.21,-1,40.21,676,3.41,89.88,80.69,16.08,547.65,106.99
2093,22.06.2025 19:00 - 22.06.2025 19:15,-2,-8,-1,91.24,674,3.51,92.55,83.69,19.31,246.65,107.22
2094,22.06.2025 19:15 - 22.06.2025 19:30,-2,-8,-1,91.24,668,3.51,92.55,83.69,19.31,246.65,107.22
2095,22.06.2025 19:30 - 22.06.2025 19:45,-2,-8,-1,91.24,665,3.51,92.55,83.69,19.31,246.65,107.22
2096,22.06.2025 19:45 - 22.06.2025 20:00,-2,-9.5,-1,91.24,662,3.51,92.55,83.69,19.31,246.65,107.22
2097,22.06.2025 20:00 - 22.06.2025 20:15,-109,108.57,-1,108.57,663,4.44,121.07,106.57,21.15,157.94,109.9
2098,22.06.2025 20:15 - 22.06.2025 20:30,-109,-5,-1,108.57,667,4.44,121.07,106.57,21.15,157.94,109.9
2099,22.06.2025 20:30 - 22.06.2025 20:45,-109,-5,-1,108.57,671,4.44,121.07,106.57,21.15,157.94,109.9
2100,22.06.2025 20:45 - 22.06.2025 21:00,-109,-8,-1,108.57,674,4.44,121.07,106.57,21.15,157.94,109.9
2101,22.06.2025 21:00 - 22.06.2025 21:15,-57,-8,-1,125.34,679,5.96,202.1,145.34,32.69,63.06,116.53
2102,22.06.2025 21:15 - 22.06.2025 21:30,-57,-8,-1,125.34,680,5.96,202.1,145.34,32.69,63.06,116.53
2103,22.06.2025 21:30 - 22.06.2025 21:45,-57,-8,-1,125.34,685,5.96,202.1,145.34,32.69,63.06,116.53
2104,22.06.2025 21:45 - 22.06.2025 22:00,-57,-8,-1,125.34,691,5.96,202.1,145.34,32.69,63.06,116.53
2105,22.06.2025 22:00 - 22.06.2025 22:15,63,544.94,1,124.24,691,6.46,208.29,158.43,40.6,3.9,120.41
2106,22.06.2025 22:15 - 22.06.2025 22:30,63,536.4,1,124.24,688,6.46,208.29,158.43,40.6,3.9,120.41
